insult,date,comment,Not an Insult
0,,"@mickey bitsko @'micah carter i'm sorry, what is your dispute... what is your argument? you're asking me to check what out in particular?",Not an Insult
1,20120320152207z,yuck imagine knowing a total fucking douche like you!  your mom should have swallowed dude!  she did this world an injustice!,Insult
1,20120612032513z,"ok now your getting silly, which is not a surprise coming from liberals like you",Not an Insult
0,20120619075125z,"when you know you are little by little achieving your goals, it will help us inspire ourselves.",Not an Insult
0,20120528222634z,must be what happened when they saw you soledad.  wearing your thong and  nipple ring as you went to sleep in your fox hole...secretly dreaming of the soldier next to you.,Not an Insult
1,20120611234126z,i'd rather see you getting lynched!,Not an Insult
0,20120609210455z,those chicks are badass. i would be puking if i had to drink a shot glass of either of those.,Not an Insult
0,20120619130322z,"omg jesse jackson, go back to your cave. slavey is over and has been over. as a country we know we messed up but to our defence it was tribal leaders who sold the slaves to us but regardless. slavery was ""officially"" ended over 200 years ago and i doubt anyone alive is a former slave so cry me a river build a bridge and get over it already. you wouldve thought all those people standing on that one soapbox, it wouldve broke",Not an Insult
0,,"for a stupid, ugly girl, she seems to have gone rather well for herself, big house, expensive cars, millions in the bank. still, i suppose all those girls crticizing her can match that, and are better looking as well. and the fellas have better looking birds. yeah right.",Insult
0,20120619180246z,"wait till you see my romney imitation:  ""i love firing people,"" ""corporations are people my friends"" and my favorite, ""i'm not concerned about poor people.",Not an Insult
0,20120611222632z,you are a victim of the modern educational system.,Not an Insult
0,20120619201605z,"@mibearfan 
 
touche. just letting you know: i plan on talking an inordinate amount of shit about this. out of all proportion, i say!",Not an Insult
0,20120610140734z,"to anyone bothering to evaluate obama on his words and actions, vs. having someone else do the evaluation for them, he has never been anything but a pragmatic centrist.  the problem with such a position is that the extreme left will claim a betrayal to an ideology never subscribed to, the extreme right has made it crystal clear that not only do they consider liberals sub-human criminals but they have no patience for moderates of any stripe, and the overwhelming majority of people who are in the middle are not political wonks and don't have the time necessary to try and figure out the truth through all the spin so they are unfortunately left with the impressions of whatever sensationalist press last got their attention.",Not an Insult
0,20120612002617z,"gee, scholarships for blacks only, can you say ""racism?",Not an Insult
0,20120619014445z,cy said 22  june wins that is looking  pretty  close right now,Not an Insult
0,,@donpardo or... it's our worst nightmare as we slide to the 3rd or possibly 4th best qb in the division. mercy,Not an Insult
1,20120320160801z,i bet you take monstrous shits.,Not an Insult
1,20120530053907z,you are despicable and disgusting.,Not an Insult
1,20120610121506z,"i think one might get rabies from biting you. do you actually read what you type? you're a psycho. and you may be newish here, but you sound like this old fart who used to fill this forum with similar mindless drivel. 

why do you hate romney so much? clearly even such a mentally senile old dip stick like yourself recognizes that he is nothing more than the white version of barrack obama. i don't really think you're on drugs. only someone mentally disturbed can sound like a as much a crackpot as you do.",Insult
0,20120610003141z,"ut... there's obviously a bit of sarcasm mixed in with some common sense in the post. thanks for reading. 

have a nice weekend!",Not an Insult
1,20120618194436z,"and he helped to remove mubarak by???????????  oh i forgot, he was demonstrating in cairo all those nights back in 2010.  you are so blinded by your own political stupidity.",Not an Insult
1,20120529025940z,you're reaching.  i am a proud american.  you're still an idiot.,Insult
1,20120527211510z,u are a sick moron,Insult
0,20120609191013z,"the boy just can't help it.  lol!  

""a slime a day will keep obummer away!""   go slick willy!

i guess you really can't call it a ""slime"" when he is kinda telling the truth.  

romney 2012!",Not an Insult
0,20120514051328z,"hey wade, why don't stop doing your hater and start argue with arguements? actually, you are not really useful, not at all.",Not an Insult
0,20120612071821z,"a california bill mandating that public school textbooks be 
re-written to encourage ""gay,"" lesbian, bisexual and transgender (lgbt) 
lifestyles passed the senate committee on education wednesday.

senate bill 48, proposed by openly homosexual senator mark leno of 
san francisco, passed the committee in a 6-3-1 vote. the bill would 
require that teachers and textbooks present alternate lifestyles in a 
positive light, with instruction in subjects such as history, 
psychology, political science, and communication in public school 
classrooms. the ten-member committee, comprised mainly of democrats, 
unanimously favored the bill, backed by equality california and the gay 
straight alliance network.

leave the kids alone.  don't indoctrinate them.  why is this in the schools?",Insult
1,20120620031539z,you are the fake.,Not an Insult
0,20120620074050z,"strongly agreed, they are born and destined to killed with d support of their imam & their leaders, they are blood suckers. their 10th generation will never no peace. group of  beggars!",Not an Insult
1,20120619061438z,"so you are a serbian traditionalist retard?

what about serbian mafia, like zemun clan and arkan?

you hypocrisy is laughable.",Not an Insult
1,20120619163827z,mrbreeze68: that marks you a dumb arab.,Not an Insult
1,20120620010213z,"madden. mass effect, battlefield, need for speed. those games all have competitors"" 

ign biasd ea gave us money lie!!

show me the motherfucking compitition for madden please please prove me wrong, untill then...make sure you stop trying to act like your just generally interested in why we hate ea and not paid by them to ask this question. your some greedy fucks just like them and your not fooling anyone but the middle schoolers.",Insult
1,20120619043930z,makes you a filthy nasty poor trash racist loser.,Insult
1,20120528151741z,"honey, you're only getting a taste of your own medicine here. you're one of the biggest internet bullies and a dumb one at that. how many times have you called other girls whores and prostitutes or made racist statements, but, of course, when you do it it's totally something else. may i remind you when you had to publicly apologize to dawn yang for the things you said about her and when you called women liars who were raped by a man which you deemed 'too good looking' to rape someone? don't start your faux feminist shit when you don't have a fucking clue about what it means to respect women. you deserve all the backlash and more because, face it, you're an asshole.",Insult
0,,"nice one gordon,you can do becks pie n mash for him.please stay there...
",Not an Insult
0,20120612123803z,thats why you use a hollow point.,Not an Insult
0,20120620111733z,"yeah you remember that support they gave wisconsin once they figured out it was a losing bet. obama and uncle joe have your back as long ass you win. otherwise, you are of no use to them. now that's leadership you can believe in.",Insult
0,,"@eustace tilley 2.0 @david knocked you out of character for a while, though ;)",Not an Insult
0,,@jerky lol. i've once sent a choccie cake to seattle. so don't dare me.,Not an Insult
0,,just a question. if a player is injured or sick he/she is expected to take medications. right? and some of those medications could have an unintended side effects like improved stamina or shortened recovery time. correct? there are quite a few players on tour who seems to be chronically injured or ill. no?,Insult
1,20120619220028z,some village is missing their idiot.,Insult
0,20120620180201z,"hmmm...and of course, dummies all over are going to buy it.",Not an Insult
0,,bless her r.i.p xx,Not an Insult
0,20120619132159z,"i know ""temp"" engineers that work for oems and they make more than their counterparts, just no beneifts.",Not an Insult
0,20120529153510z,calmer than you,Not an Insult
0,,"teach your children:to be a parasitical glommer-onner, a worthless vile wretched puke who does not create a thing, but who loves to lie, swindle, cheat, its way into possession of the works of others and then take over their lives and tell them what is best for them, even if they must slay innocents to do it- takes a special kind of criminally insane hysterical pig freakery that can only be summed up in one word: democrats.
",Not an Insult
1,20120529194556z,"aw... da poor amber is out of clever retorts so he resorts to 4 year old parrot tactics... 
lol!!  :)  you've now regressed beyond what that 7 year old bully did to you!  bravo!! 
perhaps we can regress you to the point that you spit up on youself like an infant?",Not an Insult
1,20120609222641z,"yeah, leon.  i mean, you kinda should shut the fuck up if you're going to be critical of anyone with that avi up.  it's too easy.  almost like a person with downs syndrome (sp) getting beside themselves and calling another (non-downs) person stupid during an unfortunate episode.  knock that shit off, sir.  your entire cyber being is rife with ridiculousness.",Insult
0,20120619120719z,"i wish him well, but athletics are tough when you've lost your confidence",Not an Insult
0,20120515052333z,the last few weeks? seems like a bit of an exaggeration don't you think? i haven't seen that much shit around here besides angry's latest blog about that 777 guy.,Not an Insult
1,20120620175603z,this faggot will flop,Insult
0,,"who cares though. this cannot be used as an excuse to treat someone as a lesser person. would you want to ban marriage between men and women who are sterile? what about the fact that gay couples can raise children and increase the fitness of humans who are already alive?

it's completely silly when one tries to use evolution as a way to justify why gay couples should be prevented from being treated equally.",Insult
0,20120530091731z,"i post facts to dispute your numerous claims. you choose to ignore them and believe the chain email instead. your choice, not mine.",Not an Insult
0,20120529214118z,i love swuishing and eating my foot long terds. call me stinky. that is what everyone else calls me.,Not an Insult
0,20120529205519z,i've heard tell that there won't be any new pov characters in the next 2 books.,Not an Insult
0,20120620043138z,"you liberal, socialist, communist democrats better understand what you are wishing for.  if you really believe what you say you believe, why don't you just move to russia or some other communist country and enjoy the ride there.",Not an Insult
0,20120612124018z,being cocky is good as ever!! ahahah xd,Not an Insult
0,20120618223427z,fuck robots!,Insult
1,,"why don't your wife blow all off the liberals for a quarter each and donate the money,,,????",Not an Insult
0,20120529031217z,animal planet told that mermaids are real.,Not an Insult
0,,"i feel like i raised them and then watched them graduate! so proud! they had no sones in the audience, no fantastic stage, no pre-interview or fan chants or anything and they rocked it! so fucking proud! ya'll don't even know! 

and my god, that had to be the first time i've watched a full episode of letterman and sweet jesus, people watch this? where the hell did they pull bill murray's old ass from? and regis, go rest man, you've done so much, i know it's hard to turn off of work mode but goodness just go home. ",Insult
0,20120527200833z,i will say this though if the celts can be the heat in this series it may be more impressive than when they won the finals because of how beat up they are,Not an Insult
0,20120618193305z,"well then let private equity funds invest in green energy. at least they look at whether the company has a viable chance to succeed, and they don't allow political cronyism come into play when they make their decision.",Not an Insult
0,20120620055857z,"i am not your friend, fool. i am not a slave. i am free. i love the usa. you have have your head up your lower orfice.",Insult
0,20120528200011z,it's been done. don't you read other people's comments?,Not an Insult
1,20120610035135z,i think both of you need to grow up and stop arguing over a fuckin computer all day and do something with your lives like maybe go outside for a change or get out of your moms basement and find a job. :d,Not an Insult
0,20120529205537z,"yeah, he will just let them in and allow them to take over.  be prepared!",Not an Insult
0,,"joe was cut once steve young was already there.   we've got nothing but the ""possibility"" of a good nfl qb as the heir apparent.  two different things.  i can't speak of gretzky cause i don't know the details.",Not an Insult
0,20120611184422z,solution: stop giving fucks,Not an Insult
1,20120618220311z,you're clearly retarded.,Not an Insult
0,20120611224855z,"sure they are tommy
one less demwad",Not an Insult
0,,"being gay is absolutely a choice - if it were not a choice, how do you explain the thousands of people who were in that lifestyle and have rejected it and become heterosexual?",Insult
0,,"the general population may be, but i think that the people in the nar know exactly what is in there, and are advocating for it. these are the same people who think gays should be executed, atheists should have their citizenship revoked, and that the first amendment means you have the freedom to choose what type of christian you want to be. they say they want to return us to a ""christian nation"" and that we need to base our laws on old testament biblical law. go back and look at some of the stuff bryan fischer, mike huckabee, michele bachmann, and sarah palin have both said and endorsed. look at some of the statements rick perry's advisers have made, and things jim demint has said. they feel they have been commanded to take over government, the entertainment industry, the church, etc.  these people have more influence than they should, and enough to be dangerous. their followers are probably naive when it comes to what their leaders are advocating and will continue to push their agenda without considering the consequences. some of the tea party have tried to introduce legislation to pass personhood amendments (which are bad enough) but also to charge women with felony murder if they miscarry but are unable to prove they had nothing to do with it. i have no idea how they would go about autopsying an 8 week old fetus, but women would be guilty until proven innocent. please see last part of post in regards to capital punishment. this is what demint and crew advocate. these people are dangerous, and over 45% of the house of representatives either actively endorse, or are sympathetic, to these nuts:


http://blog.christianitytoday.com/ctpolitics/2011/02/evangelicals_an_1.html 

for some fun reading, here are some links: ""prenatal murder"" 
http://www.foxnews.com/politics/2011/02/26/georgia-lawmakers-anti-abortion-proposal-punish-women-miscarriages/

all sorts of craziness linked on this website: 
http://www.rightwingwatch.org/ 

http://www.thedailybeast.com/articles/2011/08/14/dominionism-michele-bachmann-and-rick-perry-s-dangerous-religious-bond.html 
http://www.theocracywatch.org/biblical_law2.htm 

http://www.publiceye.org/magazine/v08n1/chrisre1.html 

capital punishmentepitomizing the reconstructionist idea of biblical ""warfare"" is the centrality of capital punishment under biblical law. doctrinal leaders (notably rushdoony, north, and bahnsen) call for the death penalty for a wide range of crimes in addition to such contemporary capital crimes as rape, kidnapping, and murder. death is also the punishment for apostasy (abandonment of the faith), heresy, blasphemy, witchcraft, astrology, adultery, ""sodomy or homosexuality,"" incest, striking a parent, incorrigible juvenile delinquency, and, in the case of women, ""unchastity before marriage.""according to gary north, women who have abortions should be publicly executed, ""along with those who advised them to abort their children."" rushdoony concludes: ""god's government prevails, and his alternatives are clear-cut: either men and nations obey his laws, or god invokes the death penalty against them."" reconstructionists insist that ""the death penalty is the maximum, not necessarily the mandatory penalty."" however, such judgments may depend less on biblical principles than on which faction gains power in the theocratic republic. the potential for bloodthirsty episodes on the order of the salem witchcraft trials or the spanish inquisition is inadvertently revealed by reconstructionist theologian rev. ray sutton, who claims that the reconstructed biblical theocracies would be ""happy"" places, to which people would flock because ""capital punishment is one of the best evangelistic tools of a society.""the biblically approved methods of execution include burning (at the stake for example), stoning, hanging, and ""the sword."" gary north, the self-described economist of reconstructionism, prefers stoning because, among other things, stones are cheap, plentiful, and convenient. punishments for non-capital crimes generally involve whipping, restitution in the form of indentured servitude, or slavery. prisons would likely be only temporary holding tanks, prior to imposition of the actual sentence.",Not an Insult
0,20120619015440z,"lol, i like you neil, but you know you just fucked up...right? minho will not be defeated ;p",Not an Insult
0,,"as usual do-gooders again propose to punish users, rather than perps!

stop tobacco growers, processors, and sellers!
yeah, we all know, 'prohibition' alone won't cure the cost of addiction or healthcare!  law enforcement costs too much! outlawing drugs doesn't stop stupid users or pushers!

legalizing drugs such as alcohol and tobacco encourages dependency, promotes deadly health problems and encourages liberal democrats to steal our tax dollars to care for the suffering stupid and to provide temporary jail-time for pushers!

declaring murder and rape as criminal acts hasn't stopped either!  if caught, capital punishment hasn't deterred either!  rules of morality and prayers hasn't deterred stupid behavior!  education has also proven useless!  

there is no sure solution to end stupid!  god has made it so and humankind loves gods!
",Insult
0,20120528105428z,"oh dear, now you will be sorry, in fact you will probably wish you had    never been born. if you had smuggled it into the uk and were unlucky    enough to get caught, you would have got a slapped wrist by one of our    weak judges. asia is different, drugs are not tolerated, there are no    human rights, sentences are long, prisons are real prisons not like the    uk world famous holiday camps!!",Not an Insult
0,20120529111628z,"fat contrat to large democrat contributor gpd,  go figure!",Insult
1,20120527190416z,your dumb.,Not an Insult
0,20120529230017z,the same bus drivers carried epl players (i.e. chelsea) who won the cl.,Not an Insult
0,20120528162005z,"if you don't want to have stories about your kids obammmy, don't send them out in public",Not an Insult
0,20120620032927z,im sensing our season slipping away and it hurst a lot,Not an Insult
0,20120514050727z,"ummm, joey.....

the lion's share of those ""old racist fat women-hating white homophobic baggers"" are transplant from the very liberal, very, very democratic northeast.

sooo.....

that means that democrats are ""old racist fat women-hating white homophobic baggers"".

and since you just outted yourself in an earlier comment, it's apparent that you certainly know these transplanted democrats on a biblical basis (need a pillow to sit down on, joey?).

you are soooooooooooooooooooo easy to slap around.

so pathetic, so worthless.",Insult
1,20120530134442z,"no you shut the fuck up attacking doctors. bloody creeps like you all screeching ""fuck doctors!"" & slagging them off wholesale until you need one to save your life or your kids life or your granny's life, then you crawl and beg for them to help, cry on their shoulder, wring their hands with thanks when they save your life etc.

selfish little spoilt ****'s the lot of you. like whining children who want it all but at no cost to themselves.

""ooh boo hoo we have to pay doctors a decent wage and pension, boo hoo!""

go live in africa then if you love your ""i-wont-pay-a-penny-for-a-civilised-society"" capitalism so much.",Insult
1,20120529160246z,"@cnn-fcbba858f167b1594a66777bca:disqus 

you've got ""islamic apologist"" written all over your face. these people were poisoned, plain and simple.",Not an Insult
1,20120529020838z,"that's not funny,,,whats funny would be your family watching you die of a $$ cancer, ha haa haaa",Not an Insult
1,20120320095046z,"cockneywideboy

so your the obese twat taking up all the pavement...get a diet going and come back when you're cockneyslimboy.",Not an Insult
1,20120610022348z,"are you and higher(replying to mesaman above) the same loser or are you sniffing the same glue pot?  perhaps you are just libtard products of our sorry education system, in which case you should be offered a real education in the usmc, if they would take you.",Insult
1,20120610110418z,"she should've let her dumbass sister keep getting hit. look how she screamed for her to stop beating him up. this is gonna sound fucked up but idc. if a bitch gotta have her shit leaking and be near death to learn, so be it.",Insult
0,20120619190308z,"yeah, guess it really must hurt him to cash that hbo paycheck every week",Not an Insult
1,20120320214733z,you are a typical one liner fu&^tard troll.,Not an Insult
1,20120529223349z,you're not the world's best debater.,Not an Insult
0,20120528040417z,"obammy, just take moochelle and go away",Not an Insult
0,,i wonder what the highest season average for turnovers has been for an nba championship team?,Not an Insult
0,20120610042259z,fucking sum rich bits should get death sentence because if she did that for 12 yrs she probably violated a child hope not but die bitch,Insult
0,,media matters actions could one day bite them in the ass.,Insult
0,20120528145250z,those guys are hardcore!  i usually play as close air support and those dudes ride my shit about going off mission after i blow up whatever command has lased.,Not an Insult
0,,wait for explosive news to be swept under the rug by the media on command...nothing to see hear...cars blow up all the time...besides it was a prius.,Not an Insult
1,20120611222240z,"i already explained that sissy but,i'll say it i'll say it again to a little punk b*tch like you.white folks cheer and support him because their -you're tired of seeing black boxing champions so they will support any fighter as long as their not black idiot.",Insult
0,20120609223231z,"porn star much?  if you aren't, you need to be.  way hot.",Not an Insult
0,20120529172153z,"when you ready to discuss differences instead of being nasty i will be happy to debate you. 
subject: [momedia] re: why money in politics doesn't always win, by rachel maddow",Not an Insult
0,20120619195213z,your friend teatard got banned lmao,Not an Insult
1,20120515155315z,you p%nk a##  chump i will knock your block off you internet coward . ny bamma!!!!!!!!,Not an Insult
0,20120528045433z,"that is a nice shirt you got on westbrick.


---------------------------------------------------------
craig sager",Not an Insult
0,20120612051737z,"i hope you two get in the same situation, enjoy your prison time, murderers.",Not an Insult
1,20120529131247z,"@bexxcc  @bubzsucz
 you're the sicko you bitch. you know what, your whole life is ugly and there's not one thing that people like about you. get a life and don't tell me what to do bitch i'll punch yo face till you turn purple",Insult
0,20120619224519z,haley these girls are just ribbing you. sisterly love is what it is,Not an Insult
0,20120609235630z,"i know we were without kadri and frattin etc. but norfolk played almost the same amount of games as us, they would be just as banged up",Not an Insult
1,20120515122110z,"when you are  s u c k i n g  odumbo's  d i c k, do you swallow?",Not an Insult
0,20120620101445z,"um, i think adele is beautiful. her voice and personality in general is prob better than yours a million times.


how can you even fucking say things like ""fat people are gross"" wowww.

discrimination much? 


*smh*",Insult
1,20120503032404z,"so are you. oh wait, sorry, you're just an idiot. god has no sympathy for you. sorry you were born stupid. take care!",Insult
1,20120620154504z,no!  you are an idiot!!,Not an Insult
1,20120610013539z,....wade....you are a pathetic piece of former star crap,Insult
0,20120612150900z,watch out......these goons will be coming after your bbq grill next!!,Not an Insult
1,20120619054835z,fuck you.,Insult
1,20120609170552z,no white person who was not racist would e v e r call their friend that. you are a bunch of coons. her and her white friends had a really good laugh!,Insult
0,20120609211311z,wow he's fucking sexy i love the white underwear :p,Insult
0,20120618221322z,shit,Not an Insult
0,20120529223742z,oh my gosh! you guys look so similar!,Not an Insult
0,20120527155050z,are you an egyptian copt?,Not an Insult
1,20120610024046z,"i defended lana every time  someone said bad things about her, now i dont know what to think, lana is a bitch and a whore",Insult
0,20120618193124z,"sudsy,  can't i just as well label anything you say 'left wing propaganda'? you liberals are all about debate tricks. i used to be like you. my mind couldn't take the murk. i need things to make sense.",Not an Insult
0,20120619065554z,"later bill!

i don't care what they say about you!

you're ok!!",Not an Insult
0,20120530150513z,"they need to learn how to play offensive sets and how to defend.  maybe this series will help with that, but they would really benefit from playing more east teams to learn that their iso game is crap.",Insult
0,20120619025556z,"obama is a friggin idiot, nuff said",Not an Insult
1,20120619174343z,more idiots posting on a subject they nothing about.,Not an Insult
1,20120527190600z,you are an idiot pbgallag. it has been a rough 2012 for halladay. but with the career he has had to say he sucks is ignorant and reflects more on your lack of intelligence.,Insult
1,20120619211841z,do you know who i am? fu you 30 rocksucker,Not an Insult
1,20120320182309z,you sound like an ignorant dickhead.,Not an Insult
0,20120620042329z,"i disagree, barack obama has a significant amount of experience in economics.  all that experience as a community organizer.",Not an Insult
0,20120619001525z,i hope they hurt that fucking pig.,Insult
0,20120530140212z,"you should be happy!

(38-10 ft margin gm 2 of the '08 finals)",Not an Insult
0,20120620080852z,"tôi nghĩ không bao giờ chống được tiêu cực và tham nhũng ở việt nam, vì chỉ có một lý do sau... mỗi một ban ngành trong mỗi cấp nhà nước đều có người đứng đầu, nhung người đó chỉ là bù nhìn, không có thực quyền, luôn bị kiểm soát bởi một thế lực là cái thẻ đảng viên và bị chi phối bởi một tổ chức đảng, khi người nào đó muốn làm, hoặc có ý làm một vấn đề ảnh hưởng đến nhiều người hoặc cá nhân trong xã hội, lập tức nó bị ép buộc bởi tổ chức đảng. thế nên dù có kêu gào chấn chỉnh nhưng sẽ không giải quyết được vấn đề gì... nhưng cũng không phải mọi việc dừng ở đó... vì lý do, cái gì cũng không thể bền vững theo quan điểm triết học, nên sẽ có một vài cuộc thanh trừng nhỏ mang tính chất ""giết gà dọa khỉ..."" để rồi mọi việc lại tiếp diễn sau khi có một cơn chấn động nhẹ sảy ra... một vài đối tượng sẽ phải thế mạng trên bàn cờ chính trị, nhưng những con gà cần phải chết đó là những con gà bù nhìn để cho đảng nuôi và thịt khi cần.
(...)",Not an Insult
0,20120528234910z,"fuck me. i was just thinking about that today!  boom: 
http://code.google.com/p/the-guardian-legend-blitzmax/",Insult
1,20120320130905z,"you are an evil despicable animal, and i'm sure eventually you'll get yours. god has a special plan for vile creatures like you.",Not an Insult
0,20120611002541z,fuck all u niggas in atlanta...how u like that polk county nigga....,Insult
0,20120610030949z,@eatsleepthunder mine is okc in 5,Not an Insult
0,20120620172723z,"just because bush screwed us, does not give barack the right to screw us as well.",Not an Insult
0,20120610020616z,"good to see you're feeling better old boy.
a couple of snifters on your birthday and you'll be as good as new. have a good one.",Not an Insult
1,20120612023305z,fucking idiot!,Insult
1,20120529073744z,youre fucking retarded,Insult
1,20120529011014z,you are a moron son.. come on be a man and call it like it is..,Insult
0,,"the carling cup is the new liverpool f.a cup

are the liverpool fans going to be wearing kkk white hats?",Not an Insult
1,20120529141426z,"lol  look at the brain
    damage. momma drink when she was pregnant?",Not an Insult
1,20120619170142z,you're an idiot,Insult
1,20120610040447z,you know you love when i give details like when you suck my cock and i say 'oh swallow me while i finger your asshole',Not an Insult
1,20120610014810z,"still here?  you love getting smacked around ,huh?  you just keep coming back for more.",Not an Insult
1,20120515213821z,and you're fucking pinterest up! it used to be so cool and friendly before people like you found a way to abuse it.,Insult
1,20120528044935z,"i admitted a work history that included protecting kids from creeps like you w/ the nypd; ronald reagan not only visited us twice but praised us in a state of the union; the ny giants came to lift weights and a republican cabinet member came w/ out fan fare to serve dinner every now & then; i guess nancy reagan hugging our kids made her suspicious too. get a life; and speaking of life, once again what has your miserable life ever amounted to?",Not an Insult
0,20120611165712z,"you did your job, you redirected a ku basketball article  on to football.  great job, as far as your earlier post, misery fools did start talking trash, i threw it back at them.  
what's really funny is misery fans talking about a mediocre football program, agreed better than ku, on a ku basketball article.  roar pussycat roar.
if you don't like my posts, don't read them.  i do not post on misery articles, although i do read them on occasion.  have scanned the posts from their fan base, interesting bunch.  like a strange mixture of a jim jones home brew.  
now straighten your antlers and march to the east of the sec, or wherever alabama tells you to.  meet your new boss, same as the old boss.",Not an Insult
0,20120502153930z,"i love how all the losers retardicans , especially those in the bush/cheney adminstration coming out of their rat hole to throw stones at obama, the american hero.

rummy boy, if its so easy, why did you and your loser boss, quit on the mission ????",Insult
0,20120528171812z,a fair man you are.,Not an Insult
1,20120610161912z,why are you still here then????....simpletons like you are anything but refreshing...,Not an Insult
0,,"fight for money !!! go ahead ,kill yourselfs, all for greed,common, take decision that is not in accordance with what the supreme court says, find some connection by the inec ,and say to yourself ,ho is my turn to loot not yours,or i kill u.bounch of shameless idiots.",Not an Insult
1,20120611222040z,you are not one of us. fuck off fag,Insult
0,20120611165256z,"the keynsian economiic imperatives are obvious to almost all economists and the vast majority of lay persons who have read an introduction to economics course.

however, the plutocrats who make the decisions have material self-interests that are inconsistent with the general prosperity. for example, corporations owned by the plutocrats are acquiring foreclosed and distressed real estate all over the globe for small fractions of their former prices. also, the corporate plutocrats are breaking the already fractured bones of organized labor everywhere from wisconsin, to canada to greece. 

sadly, the plutocrats and their authoritarian allies in the clergy have so successfully degraded public education that there now are hundreds of millions of devotedly ignorant and sanctimoniously stupid voters who sincerely believe it is more important to keep homosexuals from kissing than it is to feed the world's children.

democracy is dying all over the globe and soon we will revisit the desperately hate-driven politics of the 1920s and 1930s.",Insult
0,20120527165316z,period at the end of your sentence.  :-),Not an Insult
0,20120618232920z,bailey is built for sex!! so hot!!!,Not an Insult
1,20120530020509z,"nope, i have a brain.. unlike you",Not an Insult
1,20120610133621z,how many times do i have to tell u retards. i dont live in the uk. it was 2pm when i commented u utter bellend.,Not an Insult
1,20120320172912z,i suppose it's just to give retards like you something to do.,Not an Insult
0,20120611175822z,"to all of you cowards, like me, who don't use our real names.  when you people try to exchange with dave trabert, you really look foolish not using your real name.  you lack all credibility yet you try and argue with him.  dave is courageous and the rest of us are not.",Not an Insult
0,20120618230206z,so is your mom.,Not an Insult
0,20120609173817z,"""the idea that chappelle in whiteface is potentially as offensive as ted dansen in blackface is frankly fucking ridiculous, and honestly makes me ashamed to be white.""
that's the best argument for mcgeeeeee! being the new siiiiiiiiiiiiiiiiiiiims!",Insult
0,20120619190019z,@con_soul11isgolfing fuck yeah,Insult
0,20120530151516z,westbrook could not handle magic's jock,Not an Insult
1,20120620022759z,"let me rephrase my initial comment about you and your post;
pathetic little boy.",Not an Insult
0,20120612002214z,with four straight balnced budgets leading to a surplus and welfare reform he was a conservative.,Not an Insult
1,20120620032540z,thanx for the fake address. knew you were a bltch. go tell your mom to bring you some cookies.,Not an Insult
0,20120609204117z,you fucked it u up with stupid music like most these whack niggas do. weak sauce homie,Insult
0,20120620144943z,"non sono un influencer e non ho letto l'intervista... non ce l'ho fatta.
mi sono limitato a leggere le domande... la media era di sette o otto parole per domanda, a cui seguiva un paragrafo di risposta.

insomma, lo stesso ""stile"" delle interviste a berlusconi.",Not an Insult
0,,"@the other ed why do you want to pretend that retards ""believe in facts""?!?!",Not an Insult
1,20120515140740z,we are not talking about incest here you fool.....use your common sense when making an irrational statement that you claim is rational!,Not an Insult
0,20120609212852z,"looks like you (twist and rk) are the only two here today? good game so far, huh? trout is being ridiculous again. i wonder how many more ab's the kid needs before qualifying for the lead league in batting avg? anyhow, you guys have fun watching and rapping about the game...go angels!",Not an Insult
0,20120528154422z,can't billy joel make a song about it?,Not an Insult
1,20120529153833z,"you sir/madam, are a d*ck.",Not an Insult
0,20120527172907z,he only comes here at times to post,Not an Insult
0,20120530023533z,you are so confused,Not an Insult
0,20120503005905z,you are brilliant :),Not an Insult
1,20120527194934z,"@lazerbyte shut the fuck up -_- so where do you shop your clothes k-mart ? if you dont your a sucker for clothes brand like hollister or american eagle or some skater brand
 
go kill yourself your ignorant",Insult
0,20120611180109z,people like you just don't understand the character.,Not an Insult
0,20120515055322z,"yeah, you got your rights, but you and your mama will be tossed into frikkinghell because you'd rather obey man than god !!!",Not an Insult
0,20120609184506z,"i think people like you are the cause castism , which is hindering india's development",Not an Insult
1,,i wanna skull fuck both of you.right.now that is after i blow ur brains out with my shotgun in a horrid mess you low life fuckin imbiciles,Insult
0,20120529022753z,do the angels have an outside shot at the world series?,Not an Insult
0,20120619185337z,xd jajajaja soy fuck yeah *o* aunq me perece real... xdd porq siempre me sale las cosas bien *---* y no tengoq hacer nada xd,Insult
0,20120529141822z,"you make a good point.  despite being ""challenged"", she does come here and play along with the idiot.

when i do reply, i soften it up a bit.",Insult
1,20120528144907z,"reported, you redneck coward.",Not an Insult
0,20120619020239z,lemme hole it,Not an Insult
0,20120619003844z,it's just your opinion indy. as good as anyone elses.,Not an Insult
1,,"go away libturd, your kind just can't stand that the man told the truth, something you would never understand!",Not an Insult
0,20120620002405z,"the illegal rats he gave semi-amnesty to cannot vote in nov. anyway. there's not enough of them to make a difference, the white vote is the most valuable and important since there's more of it. obummer pissed off a lot more whites than appease illegal mexicans.",Not an Insult
0,,"@nobjustryan@skywaker9 (david) to be specific, streaming over 9 sites",Not an Insult
0,20120610044018z,cast a vote then get back to us.,Not an Insult
1,20120320190929z,are you asking because your mom wants to sell your anus to her crack dealer?,Not an Insult
1,20120619182057z,"it's not the acting i'm talking about, it's the rediculous salaries for something that doesn't benefit humanity other than entertainment purposes.  sorry you misunderstood...you must be an actor...if you are, i hope you do great things with your money to help our society instead of spending it on material objects that won't help you when you get sick...just saying!",Not an Insult
